,datemissao,idedocumento,Ano,Mês,Partido,UF,Nome do Parlamentar,Descrição,Fornecedor,Valor do Documento,Valor Glosa,Valor Líquido,vlrrestituicao,Região
82,2020-01-27 00:00:00,7014486,2020,1,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,35.05,1.67,33.38,,Sudeste
83,2020-01-27 00:00:00,7014487,2020,1,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,67.5,0.0,67.5,,Sudeste
84,2020-01-27 00:00:00,7014488,2020,1,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.,195.13,3.46,191.67,,Sudeste
85,2020-01-20 00:00:00,7014430,2020,2,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,MASTER TOWER,413.13,16.41,396.72,,Sudeste
86,2020-01-20 00:00:00,7014433,2020,2,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,MASTER TOWER,421.75,16.75,405.0,,Sudeste
87,2020-01-20 00:00:00,7014437,2020,2,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,MASTER TOWER,430.37,17.09,413.28,,Sudeste
88,2020-01-20 00:00:00,7014424,2020,2,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,MASTER TOWER,439.31,17.45,421.86,,Sudeste
89,2020-02-06 00:00:00,7014456,2020,1,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Paulo Roberto de Araújo Bastos,4500.0,0.0,4500.0,,Sudeste
90,2020-01-06 00:00:00,7014451,2020,1,DEM,ES,Norma Ayub,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,VITÓRIA TECNOLOGIA DA INFORMAÇÃO LTDA,480.0,0.0,480.0,,Sudeste
91,2020-01-28 00:00:00,7014060,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO BANDEIRA LTDA - EPP,237.54,0.0,237.54,,Sudeste
92,2020-01-17 00:00:00,7014059,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO ESCOLA COMERCIO DE COMBUSTIVEIS LUBRIFICANTES,177.72,0.0,177.72,,Sudeste
93,2020-02-03 00:00:00,7002786,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO GOLDEN GAS LAGO LTDA,100.0,0.0,100.0,,Sudeste
94,2020-02-17 00:00:00,7018294,2020,2,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO GOLDEN GAS LAGO LTDA,50.0,0.0,50.0,,Sudeste
95,2020-02-06 00:00:00,7008288,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0,0.0,100.0,,Sudeste
96,2020-02-06 00:00:00,7014379,2020,2,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,DISTRIBUIDORA BRASILIA DE VEICULOS S/A - POSTO DISBRAVE SOBR,210.39,0.0,210.39,,Sudeste
97,2020-02-07 00:00:00,7014027,2020,2,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,FRATELLI POSTO DE COMBUSTIVEIS LTDA,134.1,0.0,134.1,,Sudeste
98,2020-01-16 00:00:00,7014058,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO DE SERVICO GAETA LTDA EPP,145.34,0.0,145.34,,Sudeste
99,2020-01-02 00:00:00,7014055,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,R K REVENDA DE PETROLEO LTDA,152.02,0.0,152.02,,Sudeste
100,2020-01-08 00:00:00,7014056,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,VIEIRA REVENDEDORA DE PETROLEO LTDA,206.04,0.0,206.04,,Sudeste
101,2020-01-21 00:00:00,7014061,2020,1,DEM,ES,Norma Ayub,COMBUSTÍVEIS E LUBRIFICANTES.,VIEIRA REVENDEDORA DE PETROLEO LTDA,192.66,0.0,192.66,,Sudeste
103,2020-01-09 00:00:00,7014462,2020,1,DEM,ES,Norma Ayub,TELEFONIA,Telefônica Brasil S.A. VIVO,217.74,5.1,212.64,,Sudeste
104,2020-02-13 17:09:08,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,13.0,0.0,13.0,,Sudeste
105,2020-02-13 17:09:42,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - ENCOMENDA PAC,54.04,0.0,54.04,,Sudeste
106,2020-03-11 13:53:45,0,2020,3,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - ENCOMENDA PAC,47.5,0.0,47.5,,Sudeste
107,2020-02-17 11:53:04,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX 10 COM AR,72.65,0.0,72.65,,Sudeste
108,2020-02-18 17:09:47,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX 10 COM AR,72.65,0.0,72.65,,Sudeste
109,2020-02-05 18:06:11,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,53.19,0.0,53.19,,Sudeste
110,2020-02-11 17:37:46,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,91.18,0.0,91.18,,Sudeste
111,2020-02-12 14:54:35,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,45.59,0.0,45.59,,Sudeste
112,2020-02-19 11:16:23,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,38.43,0.0,38.43,,Sudeste
113,2020-02-19 16:57:17,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,160.66,0.0,160.66,,Sudeste
114,2020-02-11 17:44:33,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - TELEGRAMA,12.36,0.0,12.36,,Sudeste
115,2020-02-13 18:21:50,0,2020,2,DEM,ES,Norma Ayub,SERVIÇOS POSTAIS,CORREIOS - TELEGRAMA,24.72,0.0,24.72,,Sudeste
116,2020-01-31 00:00:00,7009759,2020,1,DEM,ES,Norma Ayub,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,LOCALIZA RENT A CAR SA,2388.62,0.0,2388.62,,Sudeste
117,2020-01-08 00:00:00,6995864,2020,1,DEM,ES,Norma Ayub,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,LOCAR 1000 LOCADORA DE VEICULOS LTDA ME,4000.0,0.0,4000.0,,Sudeste
118,2020-02-11 00:00:00,7011225,2020,2,PP,SP,Fausto Pinato,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,WMS COMERCIO DE ARTIGOS DE PAPELARIA LTDA-ME,246.55,0.0,246.55,,Sudeste
119,2020-01-13 00:00:00,6995087,2020,1,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO BRASIL DE FERNANDOPOLIS LTDA,1249.82,0.0,1249.82,,Sudeste
120,2020-02-11 00:00:00,7021671,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO BRASIL DE FERNANDOPOLIS LTDA,1298.72,0.0,1298.72,,Sudeste
121,2020-03-02 00:00:00,7024585,2020,3,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO PETROMINAS LTDA,250.0,0.0,250.0,,Sudeste
122,2020-01-07 00:00:00,6993848,2020,1,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO ROMAFS LT,918.0,0.0,918.0,,Sudeste
123,2020-02-14 00:00:00,7021674,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO ROMAFS LT,180.0,0.0,180.0,,Sudeste
124,2020-02-22 00:00:00,7021808,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,Auto Posto Trevão Lafaiete Ltda,158.43,0.0,158.43,,Sudeste
125,2020-01-17 00:00:00,7009879,2020,1,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO SHOPPING DERIVADO DE PETROLEO LTDA,100.0,0.0,100.0,,Sudeste
126,2020-01-22 00:00:00,7001985,2020,1,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO SHOPPING DERIVADO DE PETROLEO LTDA,100.0,0.0,100.0,,Sudeste
127,2020-01-31 00:00:00,7001986,2020,1,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO SHOPPING DERIVADO DE PETROLEO LTDA,102.0,0.0,102.0,,Sudeste
128,2020-02-08 00:00:00,7009881,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO SHOPPING DERIVADO DE PETROLEO LTDA,100.0,0.0,100.0,,Sudeste
129,2020-02-11 00:00:00,7011237,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,150.0,0.0,150.0,,Sudeste
130,2020-02-20 00:00:00,7021799,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,238.49,0.0,238.49,,Sudeste
131,2020-03-04 00:00:00,7027490,2020,3,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0,0.0,100.0,,Sudeste
132,2020-01-20 00:00:00,7001930,2020,1,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,JARJOUR FILIAL - 206 NORTE,100.0,0.0,100.0,,Sudeste
133,2020-02-04 00:00:00,7005684,2020,2,PP,SP,Fausto Pinato,COMBUSTÍVEIS E LUBRIFICANTES.,SAO JOAO POSTOS DE ABASTECIMENTO E SERVICOS LTDA,150.0,0.0,150.0,,Sudeste
134,2020-01-23 00:00:00,7000038,2020,1,PP,SP,Fausto Pinato,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,PAULO HENRIQUE SORTINO,6000.0,0.0,6000.0,,Sudeste
136,2020-02-01 00:00:00,7009884,2020,1,PP,SP,Fausto Pinato,TELEFONIA,Telefônica Brasil S.A. VIVO,731.93,35.99,695.94,,Sudeste
137,2020-02-01 00:00:00,7009885,2020,1,PP,SP,Fausto Pinato,TELEFONIA,Telefônica Brasil S.A. VIVO,319.96,0.0,319.96,,Sudeste
138,2020-01-10 17:47:58,0,2020,1,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - CARTA COMERCIAL,183.3,0.0,183.3,,Sudeste
139,2020-02-10 11:55:05,0,2020,2,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - CARTA COMERCIAL,8.2,0.0,8.2,,Sudeste
140,2020-02-10 12:01:28,0,2020,2,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - CARTA COMERCIAL,184.5,0.0,184.5,,Sudeste
141,2020-03-05 15:29:22,0,2020,3,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - CARTA COMERCIAL,457.15,0.0,457.15,,Sudeste
142,2020-01-07 14:08:25,0,2020,1,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,35.46,0.0,35.46,,Sudeste
143,2020-02-05 13:06:06,0,2020,2,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,35.46,0.0,35.46,,Sudeste
144,2020-02-12 12:13:34,0,2020,2,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,72.4,0.0,72.4,,Sudeste
145,2020-02-13 13:33:13,0,2020,2,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,9.1,0.0,9.1,,Sudeste
146,2020-02-27 12:33:54,0,2020,2,PP,SP,Fausto Pinato,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,54.23,0.0,54.23,,Sudeste
147,2020-01-22 00:00:00,7001981,2020,1,PP,SP,Fausto Pinato,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,ZRC COMERCIO DE ALIMENTOS EIRELI,117.6,12.6,105.0,,Sudeste
148,2020-02-08 00:00:00,7017842,2020,2,PP,PI,Iracema Portella,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,Com. de Prod. de Pape. MARI LTDA ME,157.0,0.0,157.0,,Nordeste
149,2020-01-31 00:00:00,7005679,2020,1,PP,PI,Iracema Portella,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",IFT.COM EDITORAÇÃO ELETRONICA LTDA,7500.0,0.0,7500.0,,Nordeste
150,2020-01-30 00:00:00,7007309,2020,1,PP,PI,Iracema Portella,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,MIDIAPRESS COMUNICAÇÃO DIGITAL LTDA -EPP,7000.0,0.0,7000.0,,Nordeste
151,2020-02-27 00:00:00,7024115,2020,2,PP,PI,Iracema Portella,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,MIDIAPRESS COMUNICAÇÃO DIGITAL LTDA -EPP,7000.0,0.0,7000.0,,Nordeste
152,2020-01-03 00:00:00,7005690,2020,1,PP,PI,Iracema Portella,SERVIÇO DE SEGURANÇA PRESTADO POR EMPRESA ESPECIALIZADA.,DIPREL DISTRIBUICAO DE PRODUTOS ELETRONICOS LTDA,251.99,0.0,251.99,,Nordeste
153,2020-01-07 00:00:00,7007075,2020,1,PP,PI,Iracema Portella,TELEFONIA,Claro S.A,460.28,48.5,411.78,,Nordeste
155,2020-02-07 16:44:17,0,2020,2,PP,PI,Iracema Portella,SERVIÇOS POSTAIS,CORREIOS - CARTA REGISTRADA COM AR,15.55,0.0,15.55,,Nordeste
156,2020-02-13 17:31:54,0,2020,2,PP,PI,Iracema Portella,SERVIÇOS POSTAIS,CORREIOS - CARTA REGISTRADA COM AR,15.55,0.0,15.55,,Nordeste
157,2020-01-28 15:11:51,0,2020,1,PP,PI,Iracema Portella,SERVIÇOS POSTAIS,CORREIOS - ENCOMENDA PAC,30.53,0.0,30.53,,Nordeste
158,2020-03-05 17:06:50,0,2020,3,PP,PI,Iracema Portella,SERVIÇOS POSTAIS,CORREIOS - ENCOMENDA PAC,30.53,0.0,30.53,,Nordeste
159,2020-03-10 16:07:58,0,2020,3,PP,PI,Iracema Portella,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,40.26,0.0,40.26,,Nordeste
160,2020-03-10 16:08:28,0,2020,3,PP,PI,Iracema Portella,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,79.02,0.0,79.02,,Nordeste
161,2020-01-02 00:00:00,1723731,2020,1,PP,PI,Iracema Portella,Emissão Bilhete Aéreo,Cia Aérea - TAM,1690.85,0.0,1690.85,,Nordeste
162,2020-01-06 00:00:00,1723785,2020,1,PP,PI,Iracema Portella,Emissão Bilhete Aéreo,Cia Aérea - TAM,940.57,0.0,940.57,,Nordeste
163,2020-01-16 00:00:00,7005238,2020,1,PDT,SE,Fábio Henrique,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,CLARO S.A.,257.98,0.0,257.98,,Nordeste
164,2020-01-21 00:00:00,7012263,2020,1,PDT,SE,Fábio Henrique,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S.A,279.12,0.0,279.12,,Nordeste
165,2020-01-13 00:00:00,7002495,2020,1,PDT,SE,Fábio Henrique,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,MC PAPELARIA LTDA - EPP,190.0,0.0,190.0,,Nordeste
166,2020-01-27 00:00:00,7004771,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,AFJ COMBUSTIVEIS LTDA,283.09,0.0,283.09,,Nordeste
167,2020-02-13 00:00:00,7014271,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO CINCO ESTRELAS LTDA,150.0,0.0,150.0,,Nordeste
168,2020-01-16 00:00:00,7004787,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO SENHOR DO BOMFIM,150.0,0.0,150.0,,Nordeste
169,2020-01-21 00:00:00,7004548,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO SENHOR DO BOMFIM,135.0,0.0,135.0,,Nordeste
170,2020-02-01 00:00:00,7004520,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,AUTO POSTO SENHOR DO BOMFIM,233.0,0.0,233.0,,Nordeste
171,2020-02-06 00:00:00,7014270,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,100.0,0.0,100.0,,Nordeste
172,2020-02-17 00:00:00,7016461,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,150.0,0.0,150.0,,Nordeste
173,2020-02-08 00:00:00,7011898,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,J.F. COMERCIO DE COMBUSTIVEIS LTDA,242.91,0.0,242.91,,Nordeste
174,2020-01-07 00:00:00,7004562,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,LEONCIO SANTANA LTDA,200.0,0.0,200.0,,Nordeste
175,2020-01-10 00:00:00,7004573,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,MARPA COMERCIAL LTDA,240.03,0.0,240.03,,Nordeste
176,2020-01-11 00:00:00,7004665,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,PETROX COMERCIAL LTDA (INDIAROBA),203.32,0.0,203.32,,Nordeste
177,2020-01-24 00:00:00,7004736,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,PETROX COMERCIAL LTDA (INDIAROBA),141.04,0.0,141.04,,Nordeste
178,2020-01-25 00:00:00,7004748,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,REDE DE POSTOS PRESIDENTE LTDA - COELHO E CAMPOS,255.0,0.0,255.0,,Nordeste
179,2020-01-25 00:00:00,7004757,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,REDE DE POSTOS PRESIDENTE LTDA - ROSA ELZE,280.27,0.0,280.27,,Nordeste
180,2020-02-09 00:00:00,7011919,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,REDE DE POSTOS PRESIDENTE LTDA - TANCREDO NEVES,170.76,0.0,170.76,,Nordeste
181,2020-01-17 00:00:00,7004510,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,RPB AUTO POSTO LTDA,265.24,0.0,265.24,,Nordeste
182,2020-01-22 00:00:00,7004724,2020,1,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,RPB AUTO POSTO LTDA,270.87,0.0,270.87,,Nordeste
183,2020-02-07 00:00:00,7011885,2020,2,PDT,SE,Fábio Henrique,COMBUSTÍVEIS E LUBRIFICANTES.,RPB AUTO POSTO LTDA,279.39,0.0,279.39,,Nordeste
184,2020-02-17 00:00:00,7016460,2020,1,PDT,SE,Fábio Henrique,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",ADELIA MORBECK SOCIEDADE INDIVIDUAL DE ADVOCACIA,15000.0,0.0,15000.0,,Nordeste
185,2020-02-06 00:00:00,7013142,2020,1,PDT,SE,Fábio Henrique,"CONSULTORIAS, PESQUISAS E TRABALHOS TÉCNICOS.",KRAUSS ADVOCACIA,10000.0,0.0,10000.0,,Nordeste
186,2020-01-30 00:00:00,7013174,2020,1,PDT,SE,Fábio Henrique,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,RIO TEIXEIRA FM COMUNICAÇÃO LTDA.,2800.0,0.0,2800.0,,Nordeste
188,2020-01-22 00:00:00,7003568,2020,1,PDT,SE,Fábio Henrique,TELEFONIA,TELEFONICA BRASIL S.A.,329.08,8.21,320.87,,Nordeste
189,2020-01-14 15:17:46,0,2020,1,PDT,SE,Fábio Henrique,SERVIÇOS POSTAIS,CORREIOS - SEDEX CONVENCIONAL,45.59,0.0,45.59,,Nordeste
190,2020-01-30 00:00:00,7019717,2020,1,PDT,SE,Fábio Henrique,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,TEIXEIRA CAMINHÕES LTDA.,8500.0,0.0,8500.0,,Nordeste
191,2020-01-15 00:00:00,1724273,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,577.06,0.0,577.06,,Nordeste
192,2020-01-15 00:00:00,1724274,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,577.06,0.0,577.06,,Nordeste
193,2020-01-15 00:00:00,1724275,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,577.06,0.0,577.06,,Nordeste
194,2020-01-15 00:00:00,1724276,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,577.06,0.0,577.06,,Nordeste
195,2020-01-15 00:00:00,1724277,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,765.06,0.0,765.06,,Nordeste
196,2020-01-15 00:00:00,1724278,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,341.57,0.0,341.57,,Nordeste
197,2020-01-15 00:00:00,1724279,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,496.57,0.0,496.57,,Nordeste
198,2020-01-15 00:00:00,1724295,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,680.57,0.0,680.57,,Nordeste
199,2020-01-15 00:00:00,1724296,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,420.57,0.0,420.57,,Nordeste
200,2020-01-16 00:00:00,1724326,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,3.0,0.0,3.0,,Nordeste
201,2020-01-16 00:00:00,1724336,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,1115.46,0.0,1115.46,,Nordeste
202,2020-01-22 00:00:00,1724529,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,1038.9,0.0,1038.9,,Nordeste
203,2020-01-27 00:00:00,1724644,2020,1,PDT,SE,Fábio Henrique,Emissão Bilhete Aéreo,Cia Aérea - TAM,2476.36,0.0,2476.36,,Nordeste
204,2020-01-15 00:00:00,7028900,2020,1,PODE,BA,Bacelar,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,408.04,0.0,408.04,,Nordeste
205,2020-02-12 00:00:00,7028907,2020,2,PODE,BA,Bacelar,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,COMPANHIA DE ELETRICIDADE DO ESTADO DA BAHIA,627.33,0.0,627.33,,Nordeste
206,2020-02-13 00:00:00,7018049,2020,2,PODE,BA,Bacelar,COMBUSTÍVEIS E LUBRIFICANTES.,3L COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA,230.66,0.0,230.66,,Nordeste
207,2020-02-17 00:00:00,7020325,2020,2,PODE,BA,Bacelar,COMBUSTÍVEIS E LUBRIFICANTES.,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,238.55,0.0,238.55,,Nordeste
208,2020-03-02 00:00:00,7024896,2020,3,PODE,BA,Bacelar,COMBUSTÍVEIS E LUBRIFICANTES.,POSTO CHAME CHAME COMERCIO E SERV DE COMB LTDA,231.59,0.0,231.59,,Nordeste
209,2020-01-31 00:00:00,7002685,2020,1,PODE,BA,Bacelar,COMBUSTÍVEIS E LUBRIFICANTES.,Postos Mataripe Abastecimentos e Servicos Ltda,230.07,0.0,230.07,,Nordeste
210,2020-02-05 00:00:00,7006386,2020,1,PODE,BA,Bacelar,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,DOMINIQUI SANTOS DA SILVA,2600.0,0.0,2600.0,,Nordeste
211,2020-02-28 00:00:00,7024855,2020,2,PODE,BA,Bacelar,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,DOMINIQUI SANTOS DA SILVA,2600.0,0.0,2600.0,,Nordeste
212,2020-02-05 00:00:00,7006399,2020,1,PODE,BA,Bacelar,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,ERIC ALVES SILVA PEREIRA,7000.0,0.0,7000.0,,Nordeste
213,2020-02-28 00:00:00,7024868,2020,2,PODE,BA,Bacelar,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,ERIC ALVES SILVA PEREIRA,7000.0,0.0,7000.0,,Nordeste
214,2020-01-20 00:00:00,7002177,2020,1,PODE,BA,Bacelar,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,"T2 COMUNICACAO, VIDEO E PRODUCOES EIRELI - EPP",6654.0,0.0,6654.0,,Nordeste
216,2020-02-01 00:00:00,7012336,2020,1,PODE,BA,Bacelar,TELEFONIA,TELEFONICA BRASIL S.A.,952.07,21.65,930.42,,Nordeste
217,2020-02-15 00:00:00,7018571,2020,2,PODE,BA,Bacelar,TELEFONIA,Telefônica Brasil S.A. VIVO,1013.43,43.45,969.98,,Nordeste
218,2020-01-01 00:00:00,7002682,2020,1,PODE,BA,Bacelar,TELEFONIA,VIVO S/A,882.35,28.7,853.65,,Nordeste
